5000	0.016000	0.007000	0.002000
10000	0.047000	0.024000	0.004000
15000	0.107000	0.054000	0.006000
20000	0.188000	0.093000	0.008000
25000	0.296000	0.145000	0.009000
50000	1.162000	0.572000	0.019000
100000	4.648000	2.276000	0.039000
200000	18.608000	9.101000	0.076000
250000	29.029000	14.249000	0.096000
300000	41.798000	20.537000	0.115000
400000	74.381000	37.156000	0.169000
